year,code,comment
2020,22216,"オープンデータの公開について、利活用されている実績、実感が乏しいため、担当課も公開に消極的な側面がある。
国がオープンデータの利活用を推進するのであれば、推奨データセットを使用してもらえるような働きかけを民間に行うべきだと考える。政府CIOで公開されている「推奨データセットの活用が見込まれるアプリ例」に掲載されているサービスに問い合わせをしても、既にサービスを終了していたり、別でデータを購入していたりと、全く参考にならない。
全国のオープンデータの利活用事例を拝見すると、あるサービスに狙い撃ちでデータ公開を行い、オープンデータの利活用としているものが多くみられるが、そのサービス以外への広がりがないため、「オープンデータの利活用」ではなく「データ提供」であるのではないか。"
2020,22224,"データの作成の際、オープンデータ担当部門が各データ保有部署からデータを提供してもらって作成する形を取っているものが多い。しかしその場合、一度公開したオープンデータの更新をどのように行うかが難しいと感じている。
公開する取組みに対してはもちろん、その後のデータ管理をどのように行うかも含めて、全庁的に認識を統一できればしたいと思う。"
2020,22461,"オープンデータはどう利用されるかが分からない（可能性が広がっている）というのがメリットではあるが、その一方で事前に明確な効果が測れない。
新たなオープンデータ公開時に一時的に労力を必要とするだけでなく、公開した情報について点検・更新する必要があるため継続的に業務が増える。
緊急性・重要性の高い業務が例年になく増大している中で、オープンデータに力を入れていくということに担当自身が納得感を持てず、またそれ故に原課を説得できない現状がある。"
2020,23100,Q14については、ファイル数は不明のため、公開ページ数を記入している。
2020,23202,"愛知県では、愛知県と県内市町村（名古屋市を除く）であいち電子自治体推進協議会が運営さ
れており、
その協議会のホームページ内において、各自治体のオープンデータのページへのリンクする
オープンデータリンク集ページを設けている。"
2020,23203,愛知県では、愛知県と県内市町村（名古屋市を除く）であいち電子自治体推進協議会が運営されており、その協議会のホームページ内において、各自治体のオープンデータのページへのリンクするオープンデータリンク集ページを設けている。
2020,23204,愛知県では、愛知県と県内市町村（名古屋市を除く）であいち電子自治体推進協議会が運営されており、その協議会のホームページ内において、各自治体のオープンデータのページへのリンクするオープンデータリンク集ページを設けている。
2020,23205,愛知県では、愛知県と県内市町村（名古屋市を除く）であいち電子自治体推進協議会が運営されており、その協議会のホームページ内において、各自治体のオープンデータのページへのリンクするオープンデータリンク集ページを設けている。
2020,23206,愛知県では、愛知県と県内市町村（名古屋市を除く）であいち電子自治体推進協議会が運営されており、その協議会のホームページ内において、各自治体のオープンデータのページへのリンクするオープンデータリンク集ページを設けている。
2020,23207,愛知県では、愛知県と県内市町村（名古屋市を除く）であいち電子自治体推進協議会が運営されており、その協議会のホームページ内において、各自治体のオープンデータのページへのリンクするオープンデータリンク集ページを設けている。
2020,23208,"愛知県では、愛知県と県内市町村（名古屋市を除く）であいち電子自治体推進協議会が運営されており、
その協議会のホームページ内において、各自治体のオープンデータのページへのリンクする
オープンデータリンク集ページを設けている。"
2020,23210,愛知県では、愛知県と県内市町村（名古屋市を除く）であいち電子自治体推進協議会が運営されており、その協議会のホームページ内において、各自治体のオープンデータのページへのリンクするオープンデータリンク集ページを設けている。
2020,23212,愛知県では、愛知県と県内市町村（名古屋市を除く）であいち電子自治体推進協議会が運営されており、その協議会のホームページ内において、各自治体のオープンデータページへリンクするオープンデータリンク集ページを設けている。
2020,23213,愛知県では、愛知県と県内市町村（名古屋市を除く）であいち電子自治体推進協議会が運営されており、その協議会のホームページ内において、各自治体のオープンデータのページへのリンクするオープンデータリンク集ページを設けている。
2020,23214,"愛知県では、愛知県と県内市町村（名古屋市を除く）であいち電子自治体推進協議会が運営されており、
その協議会のホームページ内において、各自治体のオープンデータのページへのリンクする
オープンデータリンク集ページを設けている。"
2020,23215,愛知県では、愛知県と県内市町村（名古屋市を除く）であいち電子自治体推進協議会が運営されており、その協議会のホームページ内において、各自治体のオープンデータのページへのリンクするオープンデータリンク集ページを設けている。
2020,23216,"愛知県では、愛知県と県内市町村（名古屋市を除く）であいち電子自治体推進協議会が運営されており、
その協議会のホームページ内において、各自治体のオープンデータのページへリンクするオープンデータリンク集ページを設けている。"
2020,23217,愛知県では、愛知県と県内市町村（名古屋市を除く）であいち電子自治体推進協議会が運営されており、その協議会のホームページ内において、各自治体のオープンデータのページへのリンクするオープンデータリンク集ページを設けている。
2020,23219,愛知県では、愛知県と県内市町村（名古屋市を除く）であいち電子自治体推進協議会が運営されており、その協議会のホームページ内において、各自治体のオープンデータのページへのリンクするオープンデータリンク集ページを設けている。
2020,23221,"愛知県では、愛知県と県内市町村（名古屋市を除く）であいち電子自治体推進協議会が運営されており、
その協議会のホームページ内において、各自治体のオープンデータのページへのリンクする
オープンデータリンク集ページを設けている。
"
2020,23222,愛知県では、愛知県と県内市町村（名古屋市を除く）であいち電子自治体推進協議会が運営されており、その協議会のホームページ内において、各自治体のオープンデータのページへのリンクするオープンデータリンク集ページを設けていますので、情報提供として記入させていただきます。
2020,23223,"愛知県では、愛知県と県内市町村（名古屋市を除く）であいち電子自治体推進協議会が運営されており、
その協議会のホームページ内において、各自治体のオープンデータのページへのリンクする
オープンデータリンク集ページを設けている。"
2020,23224,"愛知県では、愛知県と県内市町村（名古屋市を除く）であいち電子自治体推進協議会が運営されており、
その協議会のホームページ内において、各自治体のオープンデータのページへのリンクする
 オープンデータリンク集ページを設けている。"
2020,23225,オープンデータを公開するにあたり、どのようなデータが求められているか疑問を感じる。
2020,23226,"愛知県では、愛知県と県内市町村（名古屋市を除く）であいち電子自治体推進協議会が運営されており、
その協議会のホームページ内において、各自治体のオープンデータのページへのリンクする
オープンデータリンク集ページを設けている。
"
2020,23227,愛知県では、愛知県と県内市町村（名古屋市を除く）であいち電子自治体推進協議会が運営されており、その協議会のホームページ内において、各自治体のオープンデータのページへリンクするオープンデータリンク集ページを設けている。
2020,23228,"愛知県では、愛知県と県内市町村（名古屋市を除く）であいち電子自治体推進協議会が運営されており、 
その協議会のホームページ内において、各自治体のオープンデータのページへのリンクする オープンデータリンク集ページを設けている。 "
2020,23229,"愛知県では、愛知県と県内市町村（名古屋市を除く）であいち電子自治体推進協議会が運営されており、その協議会のホームページ内において、各自治体のオープンデータのページへのリンクするオープンデータリンク集ページを設けている。

オープンデータが民間主体で活用されるものなのか、それとも自治体主体で活用されるものなのかがよく分かりません。
持っている情報を活用しやすい形で公開していれば、おのずとオープンデータの活用事例が増えていくようなイメージがありますが、現実的にはそうはなっていないように感じます。
また、オープンデータを作成する負担が大きいようにも感じます。自治体がすでに持っている情報（データ化されたもの）をCSVなどの形式にして公開するだけであればそこまで負担はないと思いますが、実際には緯度や経度など普段使用していない情報を追記（編集）する形で公開することになるため、普段の業務の流れの中で継続して実施していくことが難しいと感じています。"
2020,23230,　愛知県では、愛知県と県内市町村（名古屋市を除く）であいち電子自治体推進協議会が運営されており、その協議会のホームページ内において、各自治体のオープンデータのページへリンクするオープンデータリンク集ページを設けている。
2020,23231, 愛知県では、愛知県と県内市町村（名古屋市を除く）であいち電子自治体推進協議会が運営されており、その協議会のホームページ内において、各自治体のオープンデータにリンクするオープンデータリンク集ページを設けています。
2020,23232,"愛知県では、愛知県と県内市町村（名古屋市を除く）であいち電子自治体推進協議会が運営されており、その協議会のホームページ内において、各自治体のオープンデータのページへのリンクするオープンデータリンク集ページを設けている。
"
2020,23233,"愛知県では、愛知県と県内市町村（名古屋市を除く）であいち電子自治体推進協議会が運営されており、
その協議会のホームページ内において、各自治体のオープンデータのページへのリンクするオープンデータリンク集ページを設けている。"
2020,23234,"愛知県では、愛知県と県内市町村（名古屋市を除く）であいち電子自治体推進協議会が運営されており、
その協議会のホームページ内において、各自治体のオープンデータのページへのリンクする
オープンデータリンク集ページを設けている。"
2020,23235,"愛知県では、愛知県と県内市町村（名古屋市を除く）であいち電子自治体推進協議会が運営されており、
 その協議会のホームページ内において、各自治体のオープンデータのページへのリンクする
 オープンデータリンク集ページを設けている。"
2020,23237,"愛知県では、愛知県と県内市町村（名古屋市を除く）であいち電子自治体推進協議会が運営されており、
その協議会のホームページ内において、各自治体のオープンデータのページへのリンクする
オープンデータリンク集ページを設けている。"
2020,23238,"愛知県では、愛知県と県内市町村（名古屋市を除く）であいち電子自治体推進協議会が運営されており、
その協議会のホームページ内において、各自治体のオープンデータのページへのリンクする
オープンデータリンク集ページを設けている。
"
2020,23302,"　現在、担当者としてオープンデータの公開に関する業務を行っているが、活用されている実感がないため、業務の優先順位が低くなっている。今後オープンデータ公開を普及させるには、一つ成功モデルが必要だと感じる。
　また、オープンデータ推進に関して、各団体から毎年同じような照会やアンケートが来るが、これらの回答結果により、改善や進展がある実感もないため不毛だと感じる。
　そこでオープンデータ推進の一環として、まずはこれら照会の質問内容を各自治体のホームページからオープンデータで拾えるようにすると面白いのではないかと思う。
自治体側としては毎年、回答作成に掛かる事務が削減され、オープンデータを始める身近なきっかけになるのではないかと思う。"
2020,23342,愛知県では、愛知県と県内市町村（名古屋市を除く）であいち電子自治体推進協議会が運営されており、その協議会のホームページ内において、各自治体のオープンデータのページへリンクするオープンデータリンク集ページを設けている。
2020,23425,愛知県では、愛知県と県内市町村（名古屋市を除く）であいち電子自治体推進協議会が運営されており、その協議会のホームページ内において、各自治体のオープンデータのページへのリンクするオープンデータリンク集ページを設けている。
2020,23441,愛知県では、愛知県と県内市町村（名古屋市を除く）であいち電子自治体推進協議会が運営されており、その協議会のホームページ内において、各自治体のオープンデータのページへリンクするオープンデータリンク集ページを設けている。
2020,23446,愛知県では、愛知県と県内市町村（名古屋市を除く）であいち電子自治体推進協議会が運営されており、その協議会のホームページ内において、各自治体のオープンデータのページへのリンクするオープンデータリンク集ページを設けている。
2020,23561,"愛知県では、愛知県と県内市町村（名古屋市を除く）であいち電子自治体推進協議会が運営されており、
その協議会のホームページ内において、各自治体のオープンデータのページへのリンクする
オープンデータリンク集ページを設けている。"
2020,24202,全国で統一的なオープンデータ公開サイトがあれば、それぞれの市町村でオープンデータ専用のWebページを開設する必要がなく、利用者側も活用しやすいのではないかと考える。また、他市町村の取組状況も確認しやすくなるので、連携がしやすく、自市町村としても取り組んでいかなければならないという景気づけになるのではないか。
2020,24207,公開しているオープンデータの活用事例が内外共に把握できておらず，効果が不明であること。
2020,24470,・具体的な公開の方法や、必要な例規整備等の情報が欲しい
2020,25207,県域等での共同ツールがあると他市との情報交換も可能となり運用もし易くなるため、ツールの面での支援があるとありがたい。
2020,25384,誰がどのような目的でどのようなデータを求めているのか、また、それが社会全体にどのような利益となるのか実例を紹介してもらいたい。それをもって全国的に公開を義務化するデータセットを示してもらえれば地方公共団体としてもオープンデータに取り組まざるをえない。
2020,26206,「出せるデータのオープン化」から「利用して欲しいデータのオープン化」へステップアップするための職員周知やステークホルダーとの調整などに対する財政支援を受けたい。
2020,26210,"市職員向けのオープンデータ研修（特に、方針を取りまとめる部署や、他市連携して一度に広域に情報公開が必要なデータセットを保有する部署向け）の開催、もしくはｅラーニング提供が必要。
現在は、公開に向けたデータセットの収集、および公開の事務作業担当のみ。"
2020,26365,今回の調査で初めて和束町もオープンデータを公開していることを知ったくらいであり、2018年の12月以来使用された形跡がありませんでした。オープンデータの知識を持った職員もおらず、現状のままだと今後の活用も難しいと考えております。
2020,26366,"他の団体や地域の取り組み（成功事例）についての情報提供
データ開示を催促（具体的な活用イメージを含め）と監督ができる人的な支援"
2020,26463,当町ではオープンデータを提供することに関するニーズを把握していない。「オープンデータを提供することで、こんなメリットがある」ということが明確にあれば今後の取組姿勢は変化すると思う。以前、総務省が主催する研修に参加した際、「オープンデータを提供しておけば、勝手に誰かがアプリを構築してくれるような流れはあるのか」と質問した際に、「自団体が積極的にアピールしないと、そういったことはありえない」との回答であった。民間からの公開ニーズが無い時点で、そこにコストを割くことは考えられないというのが電算担当職員の認識である。
2020,27100,公開が「義務」でない以上、データ所管課がオープンデータに取り組む優先順位は低いため、公開へのインセンティブを与えることに加え、推奨データセットのような「具体的に公開を求める対象データセット」や「自治体として公開しておくべき標準データセット」などをトップダウン型で通知しなければ公開が進まない。
2020,27205,オープンデータの取組に関しては、データ作成時にオープンデータに配慮したデータ作成が行われることや、データセットに準拠した形でのデータ出力等が簡易にできることが肝要ですが、現状では、データ作成者にそのような意識が浸透しているとは言えないことに加え、データ作成自体に手間がかかってしまう事がオープンデータの取組に対して抵抗感を抱く大きな要因になっていると感じています。少なくとも、データ作成時の負担軽減が図れるような何かしらの取組が必要であると考えます。
2020,27206,オープンデータに取り組んでいる団体が、データの所管部署やオープンデータを統括する部署の業務負荷をどう抑えているか、どういった順番で公開を進めているのか、更新の頻度はどの程度か、など。
2020,27210,"推奨データセットの順次公開を推進していますが、オープンデータの利活用が一層促進されるデータフォーマット等が研究等により明らかになり、ロールモデルへのロードマップやデータフォーマットの強制等指針として出していただけたら、効果・メリット・ニーズに沿った取り組みができると考えます。
"
2020,27211,"オープンデータ化を推進するにあたり、他課と調整する際に、公開することによる具体的なメリットを明確に示すことが困難であることから、積極的な推進ができていない。
利活用の明確なビジョンが見えれば、データ保有課との調整等もスムーズになり、全庁的に推進していけるのではないかと考えているので、幅広い分野の先進的な事例の公開をお願いしたい。"
2020,27212,オープンデータの公開にあたり、どのように利用されているかということが見えにくい側面がありますので他市町村での二次利用事例などを都度ご紹介いただけるようでしたら、参考に本市としても有効活用いただけるようなオープンデータの公開が可能になると考えております。
2020,27223,本年度中の実施に向けて、現在基本方針等を策定中です。
2020,27224,オープンデータの実施に関する目標設定や、利活用の効果測定を他自治体はどのように定性的・定量的に評価し、自部門及び担当所管課へフィードバックしているのかを知りたいです。
2020,27361,オープンデータをどのような頻度で更新しているのか、またそれを継続して実施していくにあたって庁内関係部署の協力を得られるのか気になります。
2020,28207,"・他団体でオープンデータを推進するにあたって効果的だった事例、または反対に逆効果であった取り組みの共有
・他団体でのオープンデータ推進を行う体制とその仕組みづくりについての情報
・他団体でダウンロード数、利用頻度の高いオープンデータについての情報"
2020,28220,"・基本はCC-BYで公開したいと考えていることから先行自治体の利用規約を参考に規約を作成したが必要かつ十分な内容かどうかの確認ができないことから不安がある。
・新規に利用規約をする際の参考となる雛形（理想は自治体名を入れるだけで利用可能なもの）があれば開始時のハードルを少しは下げることが出来ると考える。"
2020,28228,"取りまとめの部署が決まっていない中で、取り急ぎ情報管理担当がとりまとめようとしている。
オープンデータ公開に際して、原課が保有するデータをどういった形で、どのデータと組み合わせて公開すれば市民のニーズに応えられるのかを考えたり、誰が担当するのかを定めたりする必要がある。当市においては自主的に行おうとする職員が少ないのが現状である。
また、オープンデータを公開した後に誰がメンテナンス（データ更新等）を行っていくのかが定かではない。
今年度中の整備ということで、オープンデータ公開の着地見込みはみえているが、原課の理解を得てから整備しなければ、今後のオープンデータ公開の発展には繋がらないと思う。"
2020,28443,データを管理している職員や部署へのオープンデータに対する意識付けをどのように実施すれば効果が出やすいのか。
2020,28481,"上郡町は人口が２万人に満たない町のため、町単体でオープンデータの公開をしても、町、住民、地域の企業等に大きなメリットと費用対効果があるように感じられません。
オープンデータが公開されてこそメリットが生まれるとは思いますが、具体的で明確なメリットを説明することが難しい。"
2020,29361,特になし
2020,29425,自治体ごとのホームページで公開するよりも、国や県など大きな単位のポータルサイトがある方が、アプリ等を作る側が活用しやすく、活用事例が増えるのではないか。
2020,29427,オープンデータの提供・公開を進めるにあたっては、公開した場合の効果について、データを持っている各原課の理解が必要であり、また継続的な運用も必要となる。このため、組織としての取り組む体制や、研修などの啓発、また効果を示していくことが必要と考えます。
2020,29449,"担当者としてオープンデータ提供・公開・利活用の意義は理解しているところだが、他分野の事業を兼務しており、他の事業に比べ自治体としての優先順位が低く取り組めていない。
"
2020,30205,特になし。
2020,30206,オープンデータへ記載すべき情報の明確な判断基準。
2020,30343,"オープンデータの提供・公開に関して、直接的なメリットは少ない。
優良な活用事例を見ても、防災関係を除けば、INTERNET上で入手できる情報も多い。
地方自治体（特に小規模自治体）の個別のデータを活用してのその地域にメリットのある活用は難しいと感じる。
活用する際の予算の確保も困難（対費用効果の面など）。
多くの調査により、国が集約しているデータの活用も必要ではないか。"
2020,30421,オープンデータの公開の取りまとめとして、総務課情報係が担当することは可能であるが、原課においてオープンデータの意義・利活用・公開後のメンテナンスなど理解を得にくいのが現状であり、メンテナンス等を情報係がするとなると公開数は少数にとどまらざるをえない。
2020,31389,"・オープンデータ公開を自団体のＨＰですべきか、県などの共同利用可能なシステムを利用すべきかどのように判断したらよいか。
・データの利用規約の作成をどのように進めればよいか。
"
2020,32207,"効果が出るには時間がかかる（結果がすぐに出ない）ため、ほかの業務と比べ後回しになる。
効果の具体例を示していただきたい。"
2020,32209,"当市のような中山間地域の小規模自治体が提供するオープンデータが民間や他団体によって活用されるイメージが担当者としても非常に湧きづらい現状にあります。各分野の担当者となるとなおのこと。
民間団体等の活動も活発に行われる都市圏ではなく、類似の小規模自治体でデータ活用された事例等の照会があると取り組む意義を各部署と共有し、進めることができるのではないかと感じます。
"
2020,33203,"・オープンデータの活用事例の紹介
・必要とされているオープンデータの紹介
（過去から現在のものまで、できる限りリアルタイムで）

"
2020,33204,現在総務省が推進されている住民記録システム等の標準化仕様において、オープンデータ化が可能なデータについて、自動もしくは半自動で抽出・推奨フォーマットに加工する使用を盛り込むなど、担当職員に負担をかけることなく、オープンデータの作成・公開が可能な仕組みを構築していただきたい。
2020,33208,あてはまる回答欄がないものがあった。
2020,33216,オープンデータの推奨データセットに該当するものについては、各担当業務課あてに国（それぞれの省庁から）のほうから取り組むよう通知を出していただきたい。
2020,33663,"推奨データセットにある「介護サービス事業所一覧」は、厚生労働所の介護サービス情報公表システムと重複になるため、整備の必要性を感じていないが、推奨データセットに挙げられている意図は何でしょうか。
"
2020,34207,"・今後，国（や県）はどのような目標・スケジュール感でオープンデータを推進していこうとしているのでしょうか。
・現在，各自治体がめいめいにカタログサイトを構築していますが，国や県などが主体となって各自治体が共同で利用できる，
　統一的なカタログサイトを構築するような構想などはありますでしょうか。
・カタログサイトの構築や運用，委託業者の支援を受けての行政情報のオープンデータ化や研修に係る費用面での補助などは
　ありますでしょうか。"
2020,34208,県単位等での共通プラットフォームの構築、共同利用の検討などの計画があれば情報として教えていただきたいです。
2020,34212,"かなり以前から取り組みが進められている割には状況があまり変わっておらず、ニーズを充分に把握できていないというのが大きな課題のまま残っていると思われます。																												
"
2020,34213,オープンデータ活用事例の共有
2020,35211,"令和２年度中に推奨データセット基本編について、可能な限りオープンデータとして公開するための準備を行っている途中です。
その前に当市公式サイトで確認すると、公開している内容はオープンデータの推奨データセットに近い形だがPDFなど紙媒体を念頭にしたものが多い。オープンデータとして公開するにあたり、PDFやEXCELファイルは不適用と考えているので可能な限り、CSV等の形式で公開する予定としている。
また、当市公式サイトに各種ファイルを掲載してますが、著作権については検討してないと思われます。この当たりは法務担当との調整が必要であると思っていますが、ここについてはこれまで闇雲にサイトに掲載してきた事と異なるので担当者への説明が難しいところです。
これからオープンデータとして公開可能かどうかの判断もデータ所持担当課のみならず、その都度、法務担当部署がチェックする必要があろうかと思われます。"
2020,35212,データを保有する原課へのデータセット整備にむけた説得を何らかの形で支援していただけると助かります。
2020,35215,"オープンデータの必要性はある程度分かるが、政策などへの有効な利活用方法が確立されていないため、どの程度のリソース・業務量を割くべきかが不明である。
"
2020,35343,"・公開データを、職員が手動で作成するのではなく通常業務フロー上で作られるデータから自動連携して生成される
　仕組みがほしい。都度、工数をかけて手動更新していたのでは情報鮮度が落ちてしまうため。"
2020,36489,"10年ほど前に庁内で検討したが、データ加工の手間や、活用される事例も想定できないため不要と判断した。
過疎地域での小規模町村で公開しても意味がない。必要なら県が県内自治体のデータを公開すればよい。各種の統計や調査のデータを持っているはず。"
2020,37387,特にありません。
2020,38201,"・本市としては、国が示す推奨データセットを順次公開したいと考えている。ただ、公開に当たっては、公開するデータの所管が複数にまたがっていたり、データ量が膨大であるほか、個人情報の取扱いについても、検討する必要があるなどの課題があるため、各自治体はどのようにしてデータの公開に至ったかのプロセスを情報として提供していただきたい。
・データ利活用を促進する取組について、他自治体の事例を提供していただきたい。
・他自治体でデータ利活用の状況をはかる指標として導入しているものはあるか。"
2020,38202,"オープンデータの理念はすばらしいと考えていますが、現に当地域において、どのように活用されているのか全く分からない状況です。
行政としては、効果のみえないことに多大な労力、コストをかけることが難しいと感じています。
例えば、民間により、誰もが利用できる素晴らしいアプリがあり、オープンデータを公開すればそのアプリに反映しますというようなサービスがあれば、
取り組みが進むように感じます。"
2020,38203,　市として、まずオープンデータを多く公開していくという課題に取り組んでいくが、利用者の立場になったときに各市町村のオープンデータページに行き、必要なデータがあるかないか・ダウンロードして利用などが必要になるなどの煩わしさを考えると、県や地方単位として一括でダウロード可能なまとめのカタログサイトが必要だと感じる。
2020,38210,市町村で保管しているデータからオープンデータとして公開出来るデータを自動で生成するシステムや仕組みがあれば、オープンデータ公開件数増加や、更新頻度の上昇が見込めるものと思われます。
2020,38214,県でデータの種類などを決め、各自治体から集めてまとめて公開というような方法であれば県内でデータの種類などもそろい良いと思う。
2020,38356,"データを持っている原課に対してデータを追加・更新してくれることがモチベーションになるような施策。
データ１つ公開し、更新していたら、交付税がこれだけ上乗せされる等の施策があると、各担当課に対して協力を依頼しやすい。
"
2020,39205,"2020年度中にオープンデータを公開する予定であるが、本市のような小規模自治体のデータがどのように利活用されていくのかが不明である。
データ公開後にきちんと最新のデータに更新されるよう庁内の運用が課題である。"
2020,39212,"当市では情報係は関与していないです。
総務担当に照会をお願いいたします。"
2020,39412,オープンデータの取り組みに必要なスピード感が見えづらいので、県から担当職員の配置の例や、遂行業務の全体像を示して頂ければ幸いです。
2020,40100,"・「オープンデータを公開するとこういったことに役立つ」といった、データ所管課への説得材料があればご教示いただきたい。
・住民情報のオープンデータ化を検討するにあたっての匿名化加工について、具体的な基準等を示していただきたい。（例えば、「この地域に住む人の年齢分布」といったデータを作成する際、年齢が超高齢の場合、メッシュが細かいと個人を特定される可能性が高いが、メッシュを荒くするとデータとしては使えない。）"
2020,40203,"データの利活用事例が少ないため、原課の理解を得るのが難しいと感じています。
アプリを作成するのにも予算が必要ですが、財政的に厳しいためできていません。
5374アプリのように、横展開できるアプリを提供してほしいと考えています。
"
2020,40207,オープンデータ公開を促進するにあたり、具体的な活用事例があれば知りたい。
2020,40211,上層部からはオープンデータ公開にかかる費用対効果を示すよう指示されるが、明確な効果を実感できないため、更新頻度が高い（＝民間利用のニーズもおそらく高いはずの）データセット公開にあたっては、職員の業務負担増につながる可能性が高く慎重になってしまう。例えばデータセットごとにどの程度の効果があるのか数値で示すことができれば、公開に向けた職員のモチベーションも向上すると思われる。
2020,40215,情報資産の有用性について理解している職員が少ない。働き方改革などにもつながる取り組みだと思うので、オープンデータ単体でなく、いろんなものがリンクしているという切り口での情報提供や政策形成をお願いしたい。
2020,40224,"１　オープンデータを増やしたいという方針はある
２　誰が何に使えるか見当が付かない
３　オープンデータを作るためにマンパワーを使う必要があるという意味が分からない
４　活用事例は、コミュニティバスがネットで検索できるという以外、メリットが見えない"
2020,40646,現在総務省が推進されている住民記録システム等の標準化仕様において、オープンデータ化が可能なデータについて、自動もしくは半自動で抽出・推奨フォーマットに加工する使用を盛り込むなど、担当職員に負担をかけることなく、オープンデータの作成・公開が可能な仕組みを構築していただきたい。
2020,41201,特にありません。
2020,42201,位置情報の取得を効率的に行うため、誤差が大きい地理院マップシートの代わりとなる手段の提供
2020,42202,"１．業務量が増加せず、継続的に提供者、利用者にメリットが得られるような情報や仕組みづくりが必要と考えています。

２.オープンデータで使用する推奨データセットと対になる標準APIが、オープンソースで提供されれば、推奨データセットへの生計が難しい自治体でもデータ連携提供の敷居が低くなると思います。
"
2020,42208,人的、財政的余裕がないため、それらの支援が欲しいです。
2020,42212,県内の市町の取り組み内容がまちまちであるため利用者としては非常に利用しにくいデータとなっている。県が主導的に県・市・町のデータを統一的に整備したほうが民間利用者が増えてくるのではないかと考えます。
2020,43100,"〇オープンデータ活用による業務軽減について、講習・研修的に国等（委託先）から来ていただいて担当課向けに説明してもらうなどの支援をお願いしたい。また、以下の事例集を作成いただければ関係各課への説明資料としたい。
・各自治体のオープンデータ化による業務の効率化事例集
　（データをオープン化するために作業が発生するので、各課の協力を得ることが難しい。費用対効果ではないが、データをオープン化することで業務が軽減できたという目に見える効果が必要である。）
・二次利用の成功事例集（オープンデータ100以外）
　（公開されている二次利用の成功事例が少ないと思料。二次利用を把握できるのであれば公表していただきたい。）"
2020,43202,"本市においては、光回線等による超高速ブロードバンド（BB）サービスが受けれない地域が広範囲にわたって存在し、デジタルデバイドが問題となっている。
そこで、ICTやIOT等の様々な情報化の事業を行うには、まずは情報格差の解消が最優先であるとの認識に立ち、
平成３０年度から超高速BB整備計画を策定し、令和４年度までに全市でサービス享受を可能にするためのインフラ整備を重点施策として取り組んでいる。
（人的にも財源的にもリソースを超高速BB整備に振り向けている状況）
オープンデータの取り組みについては、超高速BB整備が軌道に乗った令和２年度以降に取り組むよう考えていたが、
新型コロナ対策の一環であるテレワーク、リモート環境の構築、さらに、令和２年７月豪雨被害による災害対策としてネットワークの強靭化が
優先される状況となったため、令和３年度以降の取り組みと延期している状況である。
人的リソースや財源が限られる地方自治体にとっては、必要とされる情報政策の課題に優先順位をつけ、一つ一つ着実に解決しなければならないと考えている。"
2020,43216,連携中枢都市圏の方で少しずつ取り組みを行っているが、正直何から着手すれば良いのかわからない。ある程度の段階に達するまでのチューター的な支援を行ってほしい。
2020,43348,"●オープンデータリーダー育成研修が平成３０年度に行われましたが、年度末に近い時期だったこともあり、担当者が異動し、研修が生かせていない現状です。できれば、もう一度開催していただけないでしょうか。
●利用規約の例をご提供いただけないでしょうか。"
2020,43444,オープンデータ関連の取組事例の情報共有ができたらと思います。
2020,43506,"本町のような小規模自治体では、住民ニーズとしてオープンデータの利活用はあまり考えられず、労力や時間、予算にあった
事業成果がでるとは考えにくい。必要なノウハウもなく、データの更新や管理をするためのマンパワーも不足している。
全自治体で取り組むのであれば、財源や人的支援を切に望む。"
2020,43510,オープンデータ公開までに係るプロセスや、公開後の運営方法などを紹介していただきたい。
2020,44209,国の規模での統一的なオープンデータ公開フォームがあればよいと考えます。
2020,44461,特にありません。
2020,46210,"現在，ビッグデータ＆オープンデータ・イニシアティブ九州のサイトを活用して，テスト環境を構築していますが，政府統計の窓口「e-Stat」の統計ＧＩＳデータに誤りがあり，修正方法が分からない状態です。
（具体的には，地図上の地区境に誤りがあるところです）"
2020,46214,特になし
2020,46221,現在公開している地域別人口データについては、基幹システムから推奨データのフォーマットに合わせてデータを編集することに、非常に時間を要する。また、基幹システムから直接出力するには、システムのカスタマイズが必須であり、システム改修費用が発生するが、データの活用状況からも予算を充てられない状況であり、財政支援なしでは継続したデータ更新は厳しい状況である。
2020,46524,　オープンデータ公開についての情報や知識のある職員がいないので、研修会や説明会等の開催や、情報提供を希望します。
2020,47201,"　個人情報や機密情報などを除き、原則全てのデータが公開の対象ですが、優先順位をつけ取り組んでいくことになります。その際ニーズの有無が問題となりますが、推奨データも含めニーズを明確にする必要があると思います（どのような産業がどのようなデータを求めているのか等）。
　また、公開が望ましいデータを「推奨」するのではなく、公開すべきデータの公開を「義務化」するとともに、その旨の通知を、総務省や内閣官房だけでなく、それぞれの事業を所管する省庁から各所管あて通知していただけると推進しやすくなると考えます。"
2020,47209,"庁内、外部ともに、オープンデータの利用ニーズが高まったと言える状況にないため、すぐに推進する必要のあるプライオリティの高い件として捉えていない。
今後は、オープンデータのニーズの把握、簡易な作成方法の確立、高い更新頻度の継続等の諸課題につちえ、情報収集に努めたい。"
2020,47375,特になし
